,date,annual_return,Investment,high_low
0,2020-09-10,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
1,2020-09-11,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
2,2020-09-14,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
3,2020-09-15,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
4,2020-09-16,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
5,2020-09-17,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
6,2020-09-18,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
7,2020-09-21,82.21409394534633,13900000,"[-5.971929000000004, 82.21409394534633]"
8,2020-09-22,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
9,2020-09-23,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
10,2020-09-24,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
11,2020-09-25,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
12,2020-09-28,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
13,2020-09-29,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
14,2020-09-30,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
15,2020-10-01,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
16,2020-10-05,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
17,2020-10-06,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
18,2020-10-07,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
19,2020-10-08,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
20,2020-10-09,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
21,2020-10-12,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
22,2020-10-13,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
23,2020-10-14,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
24,2020-10-15,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
25,2020-10-16,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
26,2020-10-19,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
27,2020-10-20,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
28,2020-10-21,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
29,2020-10-22,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
30,2020-10-23,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
31,2020-10-26,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
32,2020-10-27,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
33,2020-10-28,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
34,2020-10-29,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
35,2020-10-30,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
36,2020-11-02,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
37,2020-11-03,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
38,2020-11-04,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
39,2020-11-05,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
40,2020-11-06,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
41,2020-11-09,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
42,2020-11-10,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
43,2020-11-11,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
44,2020-11-12,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
45,2020-11-13,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
46,2020-11-14,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
47,2020-11-17,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
48,2020-11-18,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
49,2020-11-19,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
50,2020-11-20,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
51,2020-11-23,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
52,2020-11-24,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
53,2020-11-25,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
54,2020-11-26,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
55,2020-11-27,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
56,2020-12-01,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
57,2020-12-02,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
58,2020-12-03,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
59,2020-12-04,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
60,2020-12-07,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
61,2020-12-08,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
62,2020-12-09,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
63,2020-12-10,81.65895982846321,13800000,"[-4.013678252201258, 81.65895982846321]"
