,Date,Investment,Gain,Avg_duration,Compound_Return
229,2021-08-12,1400000,10.401691392857149,55.142857142857146,68.85057385686532
230,2021-08-13,1400000,9.729992821428574,56.142857142857146,63.25733246501274
231,2021-08-16,1400000,9.306530678571434,57.142857142857146,59.44546470937503
232,2021-08-17,1400000,8.9699512857143,58.142857142857146,56.31013644963154
233,2021-08-18,1400000,9.006456642857154,59.142857142857146,55.58332541666674
234,2021-08-20,1500000,5.318719999999988,56.2,34.54328825622768
235,2021-08-23,1500000,4.567940000000006,57.2,29.14856818181822
236,2021-08-24,1500000,6.439797499999994,58.2,40.3870461769759
237,2021-08-25,1500000,6.358317500000013,59.2,39.20246431587846
238,2021-08-26,1500000,6.092052500000006,60.2,36.93686316445186
239,2021-08-27,1500000,7.058172499999994,61.2,42.09530984477121
240,2021-08-30,1500000,9.141005000000012,62.2,53.640945739549906
241,2021-08-31,1500000,9.167922499999994,63.2,52.94765367879744
242,2021-09-01,1500000,10.363932499999988,64.2,58.922669197819246
243,2021-09-02,1500000,11.8895,65.2,66.55931748466257
244,2021-09-03,1500000,12.526790000000007,66.2,69.06764879154082
245,2021-09-06,1500000,12.875262500000002,67.2,69.93260137648811
246,2021-09-07,1500000,13.121884999999994,68.2,70.22709714076242
247,2021-09-08,1500000,13.607127500000008,69.2,71.77169851878617
248,2021-09-09,1500000,13.911950000000001,70.2,72.33421296296297
249,2021-09-13,1500000,14.423382499999986,71.2,73.94009287219095
250,2021-09-14,1500000,16.650259999999996,72.2,84.1737520775623
251,2021-09-15,1500000,18.206382499999986,73.2,90.78319142759555
252,2021-09-16,1500000,19.14995,74.2,94.20123652291105
253,2021-09-17,1500000,17.732780000000012,75.2,86.07000930851069
254,2021-09-20,1500000,14.754394999999986,76.2,70.67393930446187
255,2021-09-21,1500000,15.664497499999994,77.2,74.06141952720205
256,2021-09-22,1500000,18.83494250000001,78.2,87.91245540281335
257,2021-09-23,1500000,20.352507499999987,79.2,93.79627825126256
258,2021-09-24,1500000,19.078655000000015,80.2,86.82929021197013
259,2021-09-27,1500000,19.47514250000001,81.2,87.54220458743846
260,2021-09-28,1500000,18.810934999999994,82.2,83.52787439172747
261,2021-09-29,1600000,18.893835125000013,78.0625,88.34267184147323
262,2021-09-30,1600000,19.190423624999998,79.0625,88.59452487747035
263,2021-10-01,1600000,18.948545625000012,80.0625,86.3852509367682
264,2021-10-04,1600000,21.13264637500001,81.0625,95.15393587509642
265,2021-10-05,1600000,21.958342999999996,82.0625,97.66696353389183
266,2021-10-06,1600000,20.335024875000002,83.0625,89.35782187358917
267,2021-10-07,1600000,23.14829637500002,84.0625,100.51007496654283
268,2021-10-08,1600000,23.705479625000006,85.0625,101.71932476855257
269,2021-10-11,1600000,24.617561250000016,86.0625,104.40563376906324
270,2021-10-12,1600000,25.679376875000003,87.0625,107.65797627422829
271,2021-10-13,1600000,27.435152000000016,88.0625,113.71276627395322
272,2021-10-14,1600000,28.658219624999997,89.0625,117.44842288421053
273,2021-10-18,1600000,30.72642049999999,90.0625,124.52622881332404
274,2021-10-19,1600000,27.826763999999997,91.0625,111.53624005490732
275,2021-10-20,1700000,23.895343294117655,86.70588235294117,100.59064120759841
276,2021-10-21,1900000,21.056045394736834,78.57894736842105,97.80554240622904
277,2021-10-22,1900000,20.377141763157898,79.57894736842105,93.46261780919313
278,2021-10-25,2000000,17.019809974999983,76.6,81.09961672160567
279,2021-10-26,2000000,19.552906924999995,77.6,91.96921427351802
280,2021-10-27,2000000,19.81022862499999,78.6,91.99406422550886
