,Date,Investment,Gain,Avg_duration,DailyInvestment,Gain_amount,Compound_Return
275,2021-10-20,16300000,17.517372700744048,96.49079754601227,100000,19357378.463500004,66.26373911691041
276,2021-10-21,16400000,15.346233146577381,96.90243902439025,100000,19151907.5102,57.804273606476336
277,2021-10-22,16500000,13.732145633035714,97.31515151515151,100000,19015070.902700003,51.505167263472366
278,2021-10-25,16600000,11.314164007886902,97.7289156626506,100000,18762985.0697,42.25637657879969
279,2021-10-26,16600000,13.44054855342262,98.7289156626506,0,19107014.58,49.6895989292743
280,2021-10-27,16600000,13.890685258928569,99.7289156626506,0,19170225.117399998,50.838817265991054
281,2021-10-28,16600000,12.769056291220242,100.7289156626506,0,18986970.175,46.26978773309219
282,2021-10-29,16600000,12.283768514434529,101.7289156626506,0,18888974.089700006,44.07375698996791
283,2021-11-01,16600000,13.754908081250003,102.7289156626506,0,19109090.208000004,48.87174577159078
284,2021-11-02,16600000,14.132895997619046,103.7289156626506,0,19134989.295099996,49.73065616445427
285,2021-11-03,16600000,14.879284601636906,104.7289156626506,0,19240293.322499994,51.85710980806328
286,2021-11-04,16600000,16.126484849255952,105.7289156626506,0,19433216.2054,55.67225326285785
287,2021-11-08,16600000,16.603470599404766,106.7289156626506,0,19486976.2342,56.78186395089094
288,2021-11-09,16600000,17.408056373511904,107.7289156626506,0,19630928.327400003,58.98082735956418
289,2021-11-10,16600000,17.461681234375,108.7289156626506,0,19669920.9448,58.618386946134486
290,2021-11-11,16700000,16.744871729385963,109.07784431137725,100000,19690387.1579,56.03226044492322
291,2021-11-12,16700000,17.721552884210524,110.07784431137725,0,19823613.872099996,58.761750315892535
292,2021-11-15,16700000,18.28776504809941,111.07784431137725,0,19939188.623500004,60.09330018905118
293,2021-11-16,16700000,18.42442383961988,112.07784431137725,0,19971524.99240001,60.002177439975945
294,2021-11-17,16700000,18.113221440058474,113.07784431137725,0,19931152.578599993,58.4670309721862
295,2021-11-18,16800000,15.903926196491229,113.4047619047619,100000,19732504.204700004,51.18773642498647
296,2021-11-22,16900000,12.586720421695402,113.73372781065089,100000,19304939.708899993,40.393936278668164
297,2021-11-23,16900000,13.3531796946839,114.73372781065089,0,19428329.870300002,42.480190276770315
298,2021-11-24,16900000,12.791151562068963,115.73372781065089,0,19338028.285500005,40.340619873522364
299,2021-11-25,16900000,13.39416256810345,116.73372781065089,0,19466272.6375,41.8805209860838
300,2021-11-26,16900000,10.636900077442528,117.73372781065089,0,19040039.9892,32.97668901226528
301,2021-11-29,16900000,9.41770909353448,118.73372781065089,0,18870067.6256,28.95103086986317
302,2021-11-30,16900000,10.476448653591952,119.73372781065089,0,19019582.312899996,31.93673018022335
303,2021-12-01,17000000,10.747439232902295,120.02941176470588,100000,19172454.317799997,32.68211734386608
304,2021-12-02,17100000,12.078789396408043,120.32748538011695,100000,19499456.1767,36.63965980641563
305,2021-12-03,17300000,11.68217985373563,119.9364161849711,200000,19608889.3247,35.552134891519415
306,2021-12-06,17300000,9.492000827873563,120.9364161849711,0,19203472.172099996,28.647949157636752
307,2021-12-07,17300000,10.666868228017238,121.9364161849711,0,19414020.0518,31.929812479646767
308,2021-12-08,17400000,11.785155206779661,122.23563218390805,100000,19741861.282799993,35.19089788812715
309,2021-12-09,17400000,12.36825367274011,123.23563218390805,0,19842747.663099986,36.632364443208715
310,2021-12-10,17500000,12.942199489265537,123.53142857142858,100000,20037148.120800003,38.24049368012009
311,2021-12-13,17600000,12.420117353954796,123.82954545454545,100000,20041715.412899993,36.609541103884375
312,2021-12-14,17700000,12.69629290042373,124.12994350282486,100000,20217247.276700012,37.33303003194552
313,2021-12-15,17800000,12.162818585028248,124.43258426966293,100000,20246074.661599997,35.677381528253434
314,2021-12-16,17900000,11.769045822316388,124.73743016759776,100000,20293445.146000005,34.4379527409997
315,2021-12-17,18000000,9.74537401822034,125.04444444444445,100000,20011555.6449,28.446377865517878
316,2021-12-20,18200000,6.943939829661017,124.67032967032966,200000,19699075.693699997,20.329921678465464
317,2021-12-21,18300000,8.106907498163842,124.98907103825137,100000,19972431.8444,23.674239773525724
318,2021-12-22,18400000,9.174833819350281,125.30978260869566,100000,20262603.725,26.724285002713486
319,2021-12-23,18500000,9.801228730790955,125.63243243243244,100000,20486669.5293,28.475517169204853
320,2021-12-24,18700000,8.894423610169492,125.28877005347593,200000,20560723.08380001,25.911856396436836
321,2021-12-27,18800000,8.856146707627117,125.62234042553192,100000,20674225.295500003,25.7318366887146
322,2021-12-28,18800000,10.258184465960454,126.62234042553192,0,20931819.610700004,29.570116280369938
323,2021-12-29,18900000,10.636744303389827,126.95238095238095,100000,21129134.301700007,30.58163731638523
324,2021-12-30,18900000,10.450410429661018,127.95238095238095,0,21100198.980100002,29.811088925698435
325,2021-12-31,19100000,11.684742680649716,127.61256544502618,200000,21560277.723199993,33.42093361703024
326,2022-01-03,19500000,12.20929088884181,125.9948717948718,400000,22135959.829299998,35.36962346914062
327,2022-01-04,19500000,12.978037661864407,126.9948717948718,0,22314998.644599997,37.30059080048454
328,2022-01-05,19800000,12.761279082909601,126.07070707070707,300000,22644524.016699996,36.94646419845673
329,2022-01-06,20100000,12.408355539689264,125.18905472636816,300000,22919126.897899996,36.177681682204145
330,2022-01-07,20700000,12.303352488888885,122.56038647342996,600000,23607139.031399995,36.640906476074086
331,2022-01-10,20700000,12.97412015583333,123.56038647342996,0,23709663.021599993,38.32582587379236
332,2022-01-11,21000000,13.08187991241667,122.79523809523809,300000,24040037.240399998,38.884945720197685
333,2022-01-12,21200000,14.058908064000002,122.63679245283019,200000,24407796.301100016,41.84308265672988
334,2022-01-13,21500000,14.48583516225,121.92558139534884,300000,24838110.227100004,43.365221422048094
335,2022-01-14,22200000,13.86817649638889,119.08108108108108,700000,25545337.764399983,42.50788097678891
336,2022-01-17,22300000,14.206652816361109,119.54708520179372,100000,25737314.435099993,43.37561446369753
337,2022-01-18,22400000,12.286283781638891,120.01339285714286,100000,25419573.395699997,37.36660945529873
338,2022-01-19,22400000,11.966669825555558,121.01339285714286,0,25329664.7041,36.09381063700972
339,2022-01-20,22500000,11.506089021277779,121.47555555555556,100000,25347560.80760001,34.572572840349686
340,2022-01-21,22500000,9.414739828444437,122.47555555555556,0,24894143.4203,28.057680749392148
341,2022-01-24,22600000,4.766959811194444,122.93362831858407,100000,23968665.9124,14.15349367690421
342,2022-01-25,22600000,4.852227381388886,123.93362831858407,0,23979578.540299993,14.290415105529267
343,2022-01-27,22700000,3.135954931038248,124.38766519823788,100000,23657254.182199985,9.202066362486686
344,2022-01-28,22800000,4.147341575725808,124.84210526315789,100000,23983169.299200002,12.12555389024388
345,2022-01-31,22800000,6.065844313844084,125.84210526315789,0,24428649.666499995,17.59373915370503
346,2022-02-01,22800000,7.234617731801075,126.84210526315789,0,24688161.7958,20.81828795437363
347,2022-02-02,22800000,8.069848781639784,127.84210526315789,0,24903932.405700006,23.040099341569334
348,2022-02-03,22900000,7.314805238709675,128.28384279475983,100000,24822428.995400004,20.812472201979375
349,2022-02-04,23000000,6.7860543885215066,128.72608695652173,100000,24798592.559099995,19.24170857960552
350,2022-02-07,23000000,5.503165572526883,129.72608695652173,0,24495418.887499996,15.483820418059183
351,2022-02-08,23100000,4.8509266056182785,130.16450216450215,100000,24441545.103500012,13.602696446478156
352,2022-02-09,23100000,6.057293954865592,131.16450216450215,0,24693971.841200013,16.8560262650415
353,2022-02-10,23100000,6.134746220564516,132.16450216450215,0,24722394.730000004,16.94238871886332
354,2022-02-11,23300000,3.9829385654761897,132.03004291845494,200000,24460940.594399996,11.010922546595667
355,2022-02-14,23300000,0.7994461793386238,133.03004291845494,0,23733274.534499995,2.193473361783884
356,2022-02-15,23400000,3.4202585812169306,133.46153846153845,100000,24456161.749300003,9.353963670244575
357,2022-02-16,23400000,3.0793119040476182,134.46153846153845,0,24358234.473299988,8.358887291021711
358,2022-02-17,23500000,2.8772473734391517,134.88936170212767,100000,24419251.003799994,7.785605017721164
359,2022-02-18,23700000,1.9076344867596713,134.75105485232066,200000,24414110.124300003,5.167206953818431
360,2022-02-21,23700000,0.8043692810900288,135.75105485232066,0,24149390.450399987,2.162744060569202
361,2022-02-22,23900000,0.17051827264468863,135.61506276150627,200000,24199719.91870001,0.45893994551892553
362,2022-02-23,23900000,0.6182179566959696,136.61506276150627,0,24332173.864499994,1.6517179704258036
363,2022-02-24,24000000,-4.0970956185018315,137.04583333333332,100000,23294101.297,-10.911969115586649
364,2022-02-25,24300000,-1.00499528784993,136.35390946502056,300000,24288815.104200013,-2.6902292827865497
365,2022-02-28,24400000,0.01827016882373851,136.79508196721312,100000,24629882.32570001,0.04874891351914889
366,2022-03-02,24400000,-0.2925039872494672,137.79508196721312,0,24574503.191999994,-0.7748023646552122
367,2022-03-03,24400000,-0.6183025352345429,138.79508196721312,0,24469059.402500004,-1.625997277150782
368,2022-03-04,24500000,-2.9091634703091707,139.22857142857143,100000,23976499.622600004,-7.626629044366848
369,2022-03-07,24600000,-4.779011287757642,139.66260162601625,100000,23599087.761099987,-12.489665090891483
370,2022-03-08,24600000,-3.7392679549999994,140.66260162601625,0,23889953.882400006,-9.702883266752883
371,2022-03-09,24600000,-1.7487627632480462,141.66260162601625,0,24405423.8833,-4.5057651155568905
372,2022-03-10,24700000,0.45751526728855574,142.08906882591094,100000,24957919.33489999,1.175270370480959
373,2022-03-11,24800000,1.333323687668799,142.51612903225808,100000,25253198.529200006,3.4147934644573246
374,2022-03-14,24800000,1.9500042245131481,143.51612903225808,0,25323593.163699992,4.959383636854635
375,2022-03-15,24900000,1.0588271460447753,143.93975903614458,100000,25239664.338999998,2.684955921103747
