,Date,Investment,Gain,Avg_duration,DailyInvestment,Gain_amount,Compound_Return
405,2022-04-29,7400000,8.862822056521736,98.94594594594595,100000,7772871.588100001,32.693912011288184
406,2022-05-02,7500000,7.907753434929075,98.62666666666667,100000,7802830.9364,29.265208906473354
407,2022-05-04,7600000,5.6085701196808495,98.32894736842105,100000,7721382.3565,20.819180398761777
408,2022-05-05,7700000,4.974464207118054,98.05194805194805,100000,7794422.912899999,18.517525369675884
409,2022-05-06,7700000,3.403625615972222,99.05194805194805,0,7681909.554399999,12.542139496118958
410,2022-05-09,7800000,2.299398359013605,98.78205128205128,100000,7694357.732800001,8.496284397289726
411,2022-05-10,7800000,0.6496191445578221,99.78205128205128,0,7580124.183000002,2.3762889689786966
412,2022-05-11,8000000,-0.8111003559523815,98.2875,200000,7693515.9181,-3.01209848579544
413,2022-05-12,8100000,-3.000676870578231,98.07407407407408,100000,7660078.453700001,-11.167549304965432
414,2022-05-13,8100000,-1.7623876530612268,99.07407407407408,0,7743646.952999997,-6.492833764829305
415,2022-05-16,8100000,-1.2627572494897972,100.07407407407408,0,7779192.342299998,-4.605652366292357
416,2022-05-17,8100000,1.0865900013605436,101.07407407407408,0,7967405.500900001,3.9239078282917395
417,2022-05-18,8100000,1.396577164965986,102.07407407407408,0,7993625.389999999,4.993928868192958
418,2022-05-19,8100000,-0.9267146380952402,103.07407407407408,0,7806051.341399998,-3.2816287310199757
419,2022-05-20,8100000,0.8203690697278911,104.07407407407408,0,7932153.054500002,2.8771306698108066
420,2022-05-23,8100000,0.5415597270408135,105.07407407407408,0,7930650.7626,1.881237613671913
421,2022-05-24,8100000,-0.5281177593537437,106.07407407407408,0,7843780.328000002,-1.8172487843684164
422,2022-05-25,8300000,-2.2201193341666667,104.51807228915662,200000,7896049.8325000005,-7.753142965830452
423,2022-05-26,8300000,-1.3245155888333346,105.51807228915662,0,7991404.1496,-4.581662453037894
424,2022-05-27,8300000,0.1126960899999993,106.51807228915662,0,8114092.145000001,0.38616989554914366
425,2022-05-30,8300000,2.239796241333334,107.51807228915662,0,8274352.113299999,7.603611287672944
426,2022-05-31,8300000,3.5031812388333337,108.51807228915662,0,8373208.951299997,11.782932788992545
427,2022-06-01,8300000,3.2678799300000003,109.51807228915662,0,8343009.034899998,10.891135586287131
428,2022-06-02,8300000,3.088357726999999,110.51807228915662,0,8316577.984699999,10.199694466310364
429,2022-06-03,8300000,1.656778469499999,111.51807228915662,0,8210527.2590999985,5.422655978122567
430,2022-06-06,8300000,1.2957201231666662,112.51807228915662,0,8179455.3648,4.2032167396224605
431,2022-06-07,8300000,0.2977893616666652,113.51807228915662,0,8091267.7245,0.9574961485556805
432,2022-06-08,8300000,-0.27911787166666757,114.51807228915662,0,8053741.3099,-0.8896239791837658
433,2022-06-09,8300000,0.3084945408333329,115.51807228915662,0,8109739.2299,0.974743649827474
434,2022-06-10,8300000,-0.2321647315000002,116.51807228915662,0,8060019.118699999,-0.7272702451445048
435,2022-06-13,8500000,-1.9759290763333348,114.7764705882353,200000,8111941.713199999,-6.283640794715223
436,2022-06-14,8500000,-2.315471535333333,115.7764705882353,0,8085527.2794,-7.299817537213357
437,2022-06-15,8500000,-1.5802879150000027,116.7764705882353,0,8145348.005399999,-4.939394777642059
438,2022-06-16,8500000,-3.853320775666666,117.7764705882353,0,7956515.988700003,-11.941791735596675
439,2022-06-17,8700000,-5.431334384666668,116.06896551724138,200000,8000124.3091,-17.079820101514166
440,2022-06-20,9100000,-5.591105416352201,111.96703296703296,400000,8365169.741700003,-18.226378094429126
441,2022-06-21,9100000,-3.601324084591197,112.96703296703296,0,8541230.6372,-11.635990220787608
442,2022-06-22,9100000,-4.501755442924527,113.96703296703296,0,8467335.1459,-14.417684604834458
443,2022-06-23,9100000,-3.1585756147798745,114.96703296703296,0,8578105.416499998,-10.027919044629472
444,2022-06-24,9100000,-1.7134456152515722,115.96703296703296,0,8720832.131699998,-5.39297793144897
445,2022-06-27,9200000,-0.721281057075472,115.70652173913044,100000,8892814.3046,-2.275304640356444
446,2022-06-28,9200000,-0.5066401477987421,116.70652173913044,0,8905635.417499997,-1.5845185957978727
447,2022-06-29,9200000,-1.092900259748427,117.70652173913044,0,8847209.372900002,-3.389010132270032
448,2022-06-30,9200000,-1.4825674209119506,118.70652173913044,0,8814016.0518,-4.558613130136737
449,2022-07-01,9200000,-0.7608998345911946,119.70652173913044,0,8879175.0287,-2.3200777667821955
450,2022-07-04,9200000,-0.05226572437107054,120.70652173913044,0,8951454.030799998,-0.1580443966123862
451,2022-07-05,9200000,-0.16477809984276515,121.70652173913044,0,8959048.983900001,-0.49417242053407645
452,2022-07-06,9200000,1.4377161834905674,122.70652173913044,0,9107532.194099998,4.276597523395629
453,2022-07-07,9300000,2.339007569182387,122.38709677419355,100000,9265886.044999998,6.975717091538932
454,2022-07-08,9400000,2.690726927201259,122.08510638297872,100000,9388927.854400001,8.04451384387201
455,2022-07-11,9400000,3.4405761213836508,123.08510638297872,0,9443211.526200002,10.202780183636394
456,2022-07-12,9400000,2.841505015566038,124.08510638297872,0,9394356.006600002,8.358370806247494
457,2022-07-13,9400000,2.83965677955975,125.08510638297872,0,9400723.3778,8.286156158079182
458,2022-07-14,9600000,2.6209962217592615,123.47916666666667,200000,9573597.9509,7.747571082372577
459,2022-07-15,9700000,3.537068293209878,123.20618556701031,100000,9731449.088000001,10.478612912818653
460,2022-07-18,9900000,4.637770177006171,121.71717171717172,200000,10027465.4367,13.907537373121825
461,2022-07-19,9900000,5.215282905555553,122.71717171717172,0,10065484.223600002,15.511914379146425
462,2022-07-20,10000000,5.976093772530863,122.49,100000,10236870.538800005,17.80777391602388
463,2022-07-21,10000000,7.200981647530863,123.49,0,10368499.515299998,21.283976851152037
464,2022-07-22,10000000,7.474482816820989,124.49,0,10394258.470199995,21.91490262783887
465,2022-07-25,10000000,7.029755845987652,125.49,0,10347419.572199995,20.44673586569044
466,2022-07-26,10000000,5.524187292592593,126.49,0,10211928.162499996,15.940614766355417
