,Date,Investment,Gain,Avg_duration,Compound_Return
117,2021-02-26,200000,35.692122499999996,79.5,163.8694932389937
118,2021-03-01,200000,38.038010000000014,80.5,172.47048012422366
119,2021-03-02,200000,40.414843250000004,81.5,180.9989912423313
120,2021-03-03,200000,42.77071325,82.5,189.22800407575758
121,2021-03-04,200000,43.04922500000001,83.5,188.17924700598806
122,2021-03-05,200000,39.05323024999999,84.5,168.69146794378696
123,2021-03-08,200000,39.30778400000001,85.5,167.8051597660819
124,2021-03-09,200000,38.390392250000005,86.5,161.99414070809252
125,2021-03-10,200000,39.69410675000001,87.5,165.58113101428577
126,2021-03-12,200000,39.05123374999999,88.5,161.05876066384175
127,2021-03-15,200000,38.296556749999986,89.5,156.18148842178766
128,2021-03-16,200000,38.49820324999999,90.5,155.26899653314914
129,2021-03-17,200000,34.60103525000002,91.5,138.02598760928967
130,2021-03-18,200000,32.77723250000001,92.5,129.33718770270275
131,2021-03-19,300000,23.224301666666676,62.666666666666664,135.26920385638303
132,2021-03-22,300000,24.024418000000004,63.666666666666664,137.73161104712045
133,2021-03-23,300000,25.221399333333327,64.66666666666667,142.35789829896902
134,2021-03-24,300000,22.155047,65.66666666666667,123.14607342639593
135,2021-03-25,300000,19.53300100000001,66.66666666666667,106.94318047500005
136,2021-03-26,300000,21.909629333333324,67.66666666666667,118.18248334975364
137,2021-03-30,300000,23.380310666666677,68.66666666666667,124.27883582524277
138,2021-03-31,300000,23.568251333333336,69.66666666666667,123.4795943062201
139,2021-04-01,300000,26.218579666666685,70.66666666666667,135.42143742924534
140,2021-04-05,300000,23.487965999999997,71.66666666666667,119.62475706976743
141,2021-04-06,300000,24.37657866666666,72.66666666666667,122.44198917431187
142,2021-04-07,300000,26.05892133333334,73.66666666666667,129.11546995475118
143,2021-04-08,300000,26.66471066666668,74.66666666666667,130.34758116071433
144,2021-04-09,300000,26.024252666666676,75.66666666666667,125.53549193832603
145,2021-04-12,300000,17.100720333333342,76.66666666666667,81.4142989782609
146,2021-04-13,300000,20.383295666666683,77.66666666666667,95.79274143776831
147,2021-04-15,300000,19.74557466666668,78.66666666666667,91.61611974576277
148,2021-04-16,300000,20.675242333333337,79.66666666666667,94.72548265690378
149,2021-04-19,300000,17.539552666666665,80.66666666666667,79.36285194214875
150,2021-04-20,300000,18.042248333333333,81.66666666666667,80.63780377551019
151,2021-04-22,300000,18.730147666666678,82.66666666666667,82.69964393145165
152,2021-04-23,300000,18.838715333333337,83.66666666666667,82.1848338247012
