,Date,Investment,Gain,Avg_duration,DailyInvestment,Gain_amount,Compound_Return
241,2021-08-31,1500000,22.036890342857134,63.2,0,1812491.5268,127.27001542947554
242,2021-09-01,1500000,22.630085928571425,64.2,0,1820464.3569999998,128.6601458555852
243,2021-09-02,1500000,23.35785557142857,65.2,0,1833266.9075,130.76100128177035
244,2021-09-03,1500000,23.486058499999995,66.2,0,1835400.978,129.49261861782472
245,2021-09-06,1500000,23.53506882142857,67.2,0,1836065.158,127.8318470211522
246,2021-09-07,1500000,24.112169657142857,68.2,0,1848315.3842,129.04606927943024
247,2021-09-08,1500000,24.61251555714286,69.2,0,1856516.0717999998,129.8203493982246
248,2021-09-09,1500000,25.490703871428565,70.2,0,1869381.7852,132.53713551383797
249,2021-09-13,1500000,25.48953119285714,71.2,0,1868821.1362,130.66964726675357
250,2021-09-14,1500000,25.369368264285704,72.2,0,1866255.3942000002,128.25234648842496
251,2021-09-15,1500000,26.14158833571429,73.2,0,1876939.5692,130.3508161548595
252,2021-09-16,1500000,26.262972464285706,74.2,0,1878075.1915000002,129.19117182566418
253,2021-09-17,1500000,27.048973657142852,75.2,0,1888356.8202,131.28823650075987
254,2021-09-20,1500000,26.32814153571428,76.2,0,1880364.0005,126.1124889834083
255,2021-09-21,1500000,26.31128895,77.2,0,1878253.7603,124.39922884391191
256,2021-09-22,1500000,26.245306892857133,78.2,0,1877569.1804999998,122.50047334901348
257,2021-09-23,1500000,27.70769632142856,79.2,0,1898067.0374999999,127.69329744092707
258,2021-09-24,1500000,28.23331019285714,80.2,0,1905088.8427000002,128.49324464330243
259,2021-09-27,1500000,28.15653360714285,81.2,0,1903618.6095000003,126.56569909614706
260,2021-09-28,1500000,26.833970964285704,82.2,0,1886508.4604999996,119.15327739615914
261,2021-09-29,1600000,26.77240127142857,78.0625,100000,1978296.6382999998,125.18080338282054
262,2021-09-30,1600000,27.403594357142854,79.0625,0,1986038.9265,126.51145537210614
263,2021-10-01,1600000,28.296603428571427,80.0625,0,1999506.6379999998,129.00246996319837
264,2021-10-04,1600000,29.186877214285712,81.0625,0,2011185.2449999999,131.41970927635202
265,2021-10-05,1600000,29.797131021428562,82.0625,0,2020332.1372999998,132.53255534283534
266,2021-10-06,1600000,28.70472116428572,83.0625,0,2003528.4048000001,126.13662272342258
267,2021-10-07,1600000,31.258545928571426,84.0625,0,2045879.0790000001,135.72483882740306
268,2021-10-08,1600000,32.62858990714285,85.0625,0,2064632.6867,140.0080566184528
269,2021-10-11,1600000,35.09858705,86.0625,0,2104290.8487,148.85675263035586
270,2021-10-12,1600000,34.902796714285714,87.0625,0,2103921.3559999997,146.32615420777356
271,2021-10-13,1600000,38.25865235714286,88.0625,0,2150642.4205,158.5738323390449
272,2021-10-14,1600000,38.74579007142857,89.0625,0,2152513.7495,158.7897642225564
273,2021-10-18,1600000,36.59914857142858,90.0625,0,2121595.4229999995,148.32687554277786
274,2021-10-19,1600000,34.58386110714286,91.0625,0,2084045.2574999998,138.62028062162958
275,2021-10-20,1700000,29.38285328666667,86.70588235294117,100000,2138179.8523,123.69104792657171
276,2021-10-21,1900000,24.36192162352941,78.57894736842105,200000,2305785.9341,113.16137070273038
277,2021-10-22,1900000,22.84307335294118,79.57894736842105,0,2278694.3504999997,104.772958798047
278,2021-10-25,2000000,19.440419633333327,76.6,100000,2340282.3159000003,92.63385334421234
279,2021-10-26,2000000,22.388912466666657,77.6,0,2398143.3863999997,105.30867332903776
280,2021-10-27,2000000,22.52926373333333,78.6,0,2399022.2532,104.6206267514843
281,2021-10-28,2000000,21.55846639444444,79.6,0,2387886.8306000005,98.85477680869624
282,2021-10-29,2000000,20.56168600555555,80.6,0,2363004.6780999997,93.1143348886821
283,2021-11-01,2000000,21.46942706666666,81.6,0,2373652.7322,96.03358920751631
284,2021-11-02,2000000,21.762392427777776,82.6,0,2378853.8852,96.16553554647565
285,2021-11-03,2000000,22.74799729444444,83.6,0,2393989.0733,99.31840924009832
286,2021-11-04,2000000,24.303162022222224,84.6,0,2425173.5374000003,104.85406782637247
287,2021-11-08,2000000,24.70880201666666,85.6,0,2441404.3113,105.35879364583332
288,2021-11-09,2000000,25.30304242777777,86.6,0,2452178.8337,106.64677235726195
289,2021-11-10,2000000,26.254980894444444,87.6,0,2468617.9061,109.39575372685185
290,2021-11-11,2000000,26.569169199999997,88.6,0,2474176.3310999996,109.45538101580135
291,2021-11-12,2000000,27.270665755555555,89.6,0,2485923.8551,111.09143974082342
292,2021-11-15,2000000,27.607543699999994,90.6,0,2491183.5050999997,111.2224442660044
293,2021-11-16,2000000,27.781226861111108,91.6,0,2495088.1234999998,110.70030354045366
294,2021-11-17,2000000,27.23897361111111,92.6,0,2483898.2255,107.36744457943365
295,2021-11-18,2000000,24.814590499999994,93.6,0,2436897.2145000002,96.76629842414528
296,2021-11-22,2100000,19.948970126315785,90.14285714285714,100000,2461878.9744,80.7759408442739
297,2021-11-23,2200000,19.810857989999995,87.04545454545455,100000,2584025.7488000006,83.07111731577022
298,2021-11-24,2200000,20.217664205,88.04545454545455,0,2592596.6586,83.81406482506453
299,2021-11-25,2200000,21.243496110000002,89.04545454545455,0,2627817.1022,87.07773035390507
300,2021-11-26,2300000,17.553911899999996,86.17391304347827,100000,2663006.7878999994,74.35171059561047
301,2021-11-29,2500000,14.88485351304348,80.28,200000,2831019.170799999,67.67528067091268
302,2021-11-30,2600000,15.370191274999998,78.1923076923077,100000,2960083.7016000003,71.74772021630594
303,2021-12-01,2600000,15.738278854166666,79.1923076923077,0,2970419.1265000002,72.5382546508216
304,2021-12-02,2600000,17.106340570833332,80.1923076923077,0,3003941.3642,77.86051415693444
305,2021-12-03,2600000,17.22167137083333,81.1923076923077,0,3011064.8984,77.42001956854965
306,2021-12-06,2600000,14.484203929166668,82.1923076923077,0,2940509.3443,64.32152329798394
307,2021-12-07,2600000,15.912512837499994,83.1923076923077,0,2977054.8711,69.81495461297963
308,2021-12-08,2600000,16.89765395416666,84.1923076923077,0,2992819.4719,73.2566176450624
309,2021-12-09,2600000,17.880343999999994,85.1923076923077,0,3017845.635,76.60698174266362
310,2021-12-10,2600000,18.330281837499992,86.1923076923077,0,3030047.6076,77.62354959298301
311,2021-12-13,2700000,16.540342792000004,84.0,100000,3099799.2983000004,71.87172760809526
312,2021-12-14,2700000,17.155787972,85.0,0,3111242.7723,73.6689718797647
313,2021-12-15,2700000,16.589920788,86.0,0,3095008.3942,70.4107103211628
314,2021-12-16,2700000,16.229958036,87.0,0,3082929.4158999994,68.09120325448275
315,2021-12-17,2700000,14.207937231999997,88.0,0,3031908.8708,58.93064874636363
316,2021-12-20,2900000,10.37998074615384,82.93103448275862,200000,3156817.9744,45.68486328400765
317,2021-12-21,2900000,11.67216048846154,83.93103448275862,0,3189685.5517,50.75999127788225
318,2021-12-22,2900000,12.628225230769232,84.93103448275862,0,3213915.4255,54.27111817608295
319,2021-12-23,2900000,13.412618440384616,85.93103448275862,0,3236230.8561999993,56.97133474778137
320,2021-12-24,2900000,12.733463178846147,86.93103448275862,0,3214839.3379,53.464382288015265
321,2021-12-27,2900000,12.851482209615382,87.93103448275862,0,3216064.6826999993,53.3462506622662
322,2021-12-28,2900000,14.010137023076924,88.93103448275862,0,3251697.3460999997,57.50186133744445
323,2021-12-29,2900000,14.575822853846155,89.93103448275862,0,3265448.0412000003,59.15839145243925
324,2021-12-30,2900000,14.259029550000005,90.93103448275862,0,3257912.721300001,57.23618801166099
325,2021-12-31,2900000,15.590184721153845,91.93103448275862,0,3294455.2265000003,61.898764168572185
326,2022-01-03,2900000,16.78501218846154,92.93103448275862,0,3326050.068900001,65.925548799579
327,2022-01-04,2900000,18.033713771153845,93.93103448275862,0,3356786.6243000003,70.07593989268115
328,2022-01-05,2900000,18.257862276923078,94.93103448275862,0,3362259.9867000007,70.19959033826036
329,2022-01-06,2900000,18.284356051923073,95.93103448275862,0,3362976.8581000003,69.56862286470371
330,2022-01-07,2900000,18.057222661538464,96.93103448275862,0,3358015.8697,67.9956249990696
331,2022-01-10,2900000,18.994908171153845,97.93103448275862,0,3385102.7007000004,70.79616302523361
332,2022-01-11,2900000,18.97348557692308,98.93103448275862,0,3384456.5245,70.00151440631956
333,2022-01-12,2900000,19.57932139038462,99.93103448275862,0,3405696.382900001,71.51384296660497
334,2022-01-13,2900000,20.72193181923077,100.93103448275862,0,3437485.3548000003,74.93735849216185
335,2022-01-14,2900000,21.036623361538457,101.93103448275862,0,3450123.5999,75.32904542688924
336,2022-01-17,2900000,21.965999749999998,102.93103448275862,0,3480466.556,77.89283328433835
337,2022-01-18,2900000,20.250235775,103.93103448275862,0,3427713.055899999,71.11769929607664
338,2022-01-19,3000000,19.495105537037034,101.46666666666667,100000,3526085.988500001,70.12858266444005
339,2022-01-20,3100000,19.314751385185186,99.19354838709677,100000,3615680.3922000006,71.07200387751882
340,2022-01-21,3200000,16.280783332142857,97.09375,100000,3642330.4913999997,61.20358845169893
341,2022-01-24,3900000,10.108735959677412,80.66666666666667,700000,4178560.9598000003,45.73994163573044
342,2022-01-25,4000000,10.53881085,79.65,100000,4301793.5142,48.29461343691149
343,2022-01-27,4000000,8.517024551612906,80.65,0,4226426.2524999995,38.54574037617744
344,2022-01-28,4000000,9.53647881612903,81.65,0,4267105.3269,42.63092183572683
345,2022-01-31,4000000,12.424757101612903,82.65,0,4368465.032199998,54.87037316501766
346,2022-02-01,4000000,13.325115154838706,83.65,0,4401707.4963,58.14306074735358
347,2022-02-02,4000000,14.665066104838706,84.65,0,4464594.840799999,63.23389401377587
348,2022-02-03,4000000,14.392397151612899,85.65,0,4454686.989999999,61.333624755851815
349,2022-02-04,4100000,13.023823403124998,84.5609756097561,100000,4522287.538000001,56.21618610549917
350,2022-02-07,4100000,11.936025257812503,85.5609756097561,0,4464664.4568,50.918648227811886
351,2022-02-08,4100000,11.188510673437502,86.5609756097561,0,4434561.9675,47.17837763538806
352,2022-02-09,4100000,12.051563870312497,87.5609756097561,0,4462823.318199999,50.237229336831895
353,2022-02-10,4100000,12.314640979687496,88.5609756097561,0,4476411.5846,50.75422810824109
354,2022-02-11,4100000,10.594848321874993,89.5609756097561,0,4410140.9059,43.178623403284114
355,2022-02-14,4200000,7.235948564062494,88.42857142857143,100000,4379406.8904,29.86728365295585
356,2022-02-15,4200000,9.778692631770832,89.42857142857143,0,4480276.7394,39.911437179192454
357,2022-02-16,4200000,9.760896222395829,90.42857142857143,0,4477069.670600001,39.398246205720916
358,2022-02-17,4200000,9.831269628645831,91.42857142857143,0,4479630.691600001,39.24827172060953
359,2022-02-18,4200000,8.920889854166665,92.42857142857143,0,4436720.637699999,35.22855266985445
360,2022-02-21,4400000,7.466226779797983,89.22727272727273,200000,4581375.424600001,30.54192615475181
361,2022-02-22,4500000,6.531789619696973,88.24444444444444,100000,4621237.9556,27.01703462692591
362,2022-02-23,4500000,7.145378832828283,89.24444444444444,0,4651792.6077,29.223816566036987
363,2022-02-24,4900000,1.5063809814814795,82.95918367346938,400000,4811042.5016,6.6277057450913315
364,2022-02-25,4900000,4.786866687037036,83.95918367346938,0,4948033.1858,20.810187335356684
365,2022-02-28,4900000,5.698430967129631,84.95918367346938,0,4970969.009,24.481488793445457
366,2022-03-02,4900000,5.651454365740743,85.95918367346938,0,4981598.0430000005,23.99721304161282
